OG	Tcas	Dmel
EIENM	TC033202,TC034706	FBgn0031769
EIENQ	TC008802	FBgn0033380
EIENU	TC013063	FBgn0003275
EIENX	TC006062	FBgn0033257
EIENZ	TC011320,TC011171	FBgn0038201
EIEQC	TC032620	FBgn0030700
EIERS	TC005841	FBgn0086907,FBgn0284248
EIERU	TC008163	FBgn0003255
EIERY	TC003186	FBgn0024187
EIES0	TC010654	FBgn0030766
EIES2	TC031186	FBgn0285917
EIES3	TC004111	FBgn0289122
EIETM	TC001878	FBgn0032717
EIETN	TC000930	FBgn0026562
EIETP	TC001601,TC008735	FBgn0010328
EIETR	TC011923	FBgn0263351
EIETS	TC010498,TC001437	FBgn0024833
EIETT	TC004910	FBgn0029175
EIETW	TC001448	FBgn0262139
EIEU6	TC015995	FBgn0052220
EIEVH	TC015050	FBgn0036328,FBgn0036327,FBgn0262559
EIEVP	TC005575	FBgn0003321,FBgn0051501
EIEVY	TC010877	FBgn0038608
EIEWB	TC007011	FBgn0003462,FBgn0033631
EIEWC	TC007211	FBgn0034177
EIEWD	TC009295	FBgn0035877
EIEWG	TC011093	FBgn0035593
EIEWI	TC004088	FBgn0036096
EIEWQ	TC032859	FBgn0040985
EIEWW	TC033708,TC033709	FBgn0032252
EIEXW	TC033267	FBgn0034426,FBgn0034428,FBgn0031791
EIEYR	TC012552	FBgn0260463,FBgn0051352
EIEZQ	TC031005	FBgn0037046
EIF0E	TC013496	FBgn0283678
EIF0J	TC010596	FBgn0004595
EIF0K	TC006993	FBgn0035318
EIF0P	TC009870	FBgn0031106
EIF0Q	TC015913	FBgn0040493
EIF0R	TC034557	FBgn0027598
EIF0T	TC009558	FBgn0031820
EIF23	TC001000	FBgn0031760
EIF2Y	TC001970	FBgn0015553
EIF2Z	TC000838	FBgn0037250
EIF30	TC013076	FBgn0005654
EIF31	TC007403	FBgn0030512
EIF32	TC010368	FBgn0038115
EIF33	TC013284	FBgn0037652
EIF34	TC012279	FBgn0000346,FBgn0051495,FBgn0266464
EIF3B	TC010771	FBgn0039038,FBgn0085404
EIF3D	TC010653	FBgn0001321
EIF3Q	TC011447,TC011450	FBgn0035722
EIF3S	TC000567	FBgn0037538
EIF3T	TC014918	FBgn0033100
EIF3X	TC000220	FBgn0030966
EIF3Y	TC013403	FBgn0038395
EIF40	TC007212	FBgn0031882
EIF44	TC006048	FBgn0029596,FBgn0032754,FBgn0289578
EIF4G	TC012708	FBgn0026372
EIF4Q	TC009931	FBgn0034360
EIF4R	TC009384	FBgn0035065
EIF4U	TC012174	FBgn0031859
EIF4Z	TC014014,TC011877	FBgn0051345
EIF51	TC000749	FBgn0250789
EIF52	TC000459	FBgn0033913,FBgn0033955
EIF5A	TC000737	FBgn0010770
EIF5C	TC005433	FBgn0030013
EIF5I	TC034184	FBgn0086898
EIF63	TC030989	FBgn0039155
EIF64	TC005641,TC006482,TC006483,TC006484	FBgn0034996
EIF68	TC031453	FBgn0034849
EIF6A	TC033665	FBgn0031713
EIF6C	TC006344	FBgn0031996
EIF6G	TC014763	FBgn0034483,FBgn0288856
EIF6H	TC009220	FBgn0005638
EIF6K	TC000039	FBgn0053054,FBgn0085290
EIF78	TC012876	FBgn0032680,FBgn0031145
EIF87	TC004001	FBgn0029971
EIF8A	TC001983	FBgn0034202,FBgn0033474
EIF8H	TC006674	FBgn0032419
EIF8J	TC015590	FBgn0025393
EIF8X	TC014364	FBgn0001124
EIF8Y	TC011210	FBgn0000139
EIF8Z	TC005570	FBgn0027617
EIF90	TC016198	FBgn0031519
EIF94	TC007691	FBgn0039301
EIF95	TC013382	FBgn0032296
EIF96	TC034617	FBgn0004597
EIF9F	TC033770	FBgn0033842
EIF9G	TC012725	FBgn0038473
EIF9I	TC000469	FBgn0033656
EIF9J	TC014210	FBgn0036099
EIF9K	TC007395	FBgn0286506
EIF9M	TC013318	FBgn0002787
EIFAQ	TC002377	FBgn0042178,FBgn0042177
EIFAT	TC014347	FBgn0030102,FBgn0053548
EIFAV	TC010446,TC014707	FBgn0034706,FBgn0031098,FBgn0262580,FBgn0036170
EIFB0	TC010945	FBgn0086445
EIFB5	TC007209	FBgn0086768
EIFB6	TC014471	FBgn0004797
EIFBC	TC030999	FBgn0005355
EIFD0	TC000754	FBgn0043550
EIFD9	TC009645	FBgn0034172
EIFDP	TC015325,TC015326,TC015404	FBgn0036816,FBgn0260466,FBgn0032314,FBgn0064119
EIFDQ	TC007282	FBgn0034510,FBgn0031049
EIFDR	TC013073	FBgn0035643
EIFDU	TC013379	FBgn0034345
EIFEH	TC004063	FBgn0026577
EIFEV	TC014143	FBgn0000489
EIFEW	TC005377,TC005376,TC006769,TC005375,TC005374,TC006515	FBgn0002564,FBgn0002562,FBgn0036782,FBgn0002565,FBgn0002563,FBgn0036410
EIFEX	TC006618	FBgn0025833
EIFF8	TC033072	FBgn0000308
EIFG5	TC003997	FBgn0037890,FBgn0033519
EIFGE	TC030549	FBgn0024194
EIFGF	TC001378	FBgn0263997
EIFGG	TC003812	FBgn0002948
EIFGJ	TC004871	FBgn0034893
EIFGQ	TC001321	FBgn0039157
EIFGU	TC011872	FBgn0250755
EIFHW	TC007375	FBgn0024364
EIFI2	TC001943	FBgn0024227
EIFIF	TC007868	FBgn0031233
EIFIG	TC002493	FBgn0040281
EIFIH	TC032977,TC034819	FBgn0003575
EIFII	TC014124	FBgn0043364
EIFIJ	TC032696	FBgn0259935
EIFIM	TC000792	FBgn0039240
EIFIV	TC032323,TC004448,TC004447,TC004940,TC004942,TC004444,TC004443,TC004442,TC003345	FBgn0033381
EIFJC	TC014659	FBgn0039969,FBgn0054011,FBgn0031731
EIFJP	TC014951	FBgn0035091
EIFKB	TC007755,TC007756,TC030445,TC007742,TC007741,TC008468,TC012904	FBgn0011280
EIFKI	TC006187	FBgn0263258
EIFKP	TC004712	FBgn0034691
EIFKV	TC012510	FBgn0039747
EIFKW	TC007143	FBgn0265959
EIFKX	TC034116,TC034050	FBgn0002576,FBgn0083981
EIFKY	TC015184	FBgn0030973
EIFM2	TC012611	FBgn0034352
EIFM5	TC034091	FBgn0040805
EIFM6	TC012553	FBgn0034029
EIFM7	TC008869	FBgn0029818
EIFM8	TC033103	FBgn0033054
EIFMF	TC010491	FBgn0000351
EIFMR	TC014610	FBgn0027603
EIFMT	TC009257,TC009256	FBgn0025373
EIFN4	TC000224	FBgn0015300,FBgn0026136,FBgn0000259
EIFN5	TC032155	FBgn0266756
EIFN9	TC014078,TC013720,TC013719	FBgn0032913
EIFNG	TC000617	FBgn0011769
EIFNT	TC003875	FBgn0040290
EIFNY	TC001440	FBgn0066365
EIFNZ	TC012433	FBgn0260935
EIFPU	TC005877	FBgn0032115,FBgn0029715
EIFPY	TC032605	FBgn0270924
EIFPZ	TC007066	FBgn0031010
EIFQ0	TC012447	FBgn0011582
EIFQ5	TC031117	FBgn0052702,FBgn0259140
EIFQ6	TC034513	FBgn0036732
EIFQ8	TC008023	FBgn0040373
EIFQP	TC010195	FBgn0030307,FBgn0260645,FBgn0260646,FBgn0003137,FBgn0261630,FBgn0261633,FBgn0261634
EIFQU	TC001088	FBgn0039007
EIFQW	TC009486	FBgn0250848
EIFR1	TC009371	FBgn0030887
EIFR2	TC015318	FBgn0029942
EIFR7	TC031964	FBgn0267253,FBgn0030913
EIFRJ	TC005801	FBgn0039537
EIFRM	TC006493	FBgn0031692
EIFSK	TC034418,TC034419	FBgn0033130
EIFSZ	TC011886	FBgn0261547
EIFT0	TC030998	FBgn0010113
EIFTJ	TC030046,TC030045,TC011006	FBgn0015031
EIFTU	TC032588	FBgn0051279
EIFVH	TC034444	FBgn0039594
EIFVI	TC034663	FBgn0020305
EIFVK	TC011605	FBgn0036263
EIFVN	TC009551	FBgn0000121
EIFVP	TC008872	FBgn0025352
EIFVR	TC012458	FBgn0034532
EIFVT	TC007574	FBgn0030789
EIFVU	TC005409	FBgn0032598
EIFW6	TC034515	FBgn0039904
EIFW7	TC012067	FBgn0037218
EIFWA	TC015512	FBgn0037330
EIFWC	TC034577	FBgn0035944
EIFWG	TC003401	FBgn0035402
EIFZ8	TC006714	FBgn0033352
EIG06	TC003493	FBgn0033919
EIG1R	TC006477	FBgn0034975
EIG1T	TC003435	FBgn0037819
EIG1U	TC007810	FBgn0259221
EIG1V	TC006108	FBgn0020626
EIG1Z	TC009929	FBgn0034364
EIG2G	TC013812	FBgn0035280
EIG2N	TC006359	FBgn0033713
EIG2P	TC009977	FBgn0038877
EIG2Y	TC003639	FBgn0035648
EIG31	TC015330	FBgn0011746
EIG32	TC005719	FBgn0000662
EIG33	TC004597	FBgn0029896
EIG34	TC011377	FBgn0021750
EIG35	TC011660	FBgn0037414
EIG36	TC010003	FBgn0033571
EIG38	TC010864	FBgn0031538
EIG3A	TC010359	FBgn0026873
EIG3E	TC008909	FBgn0000448
EIG3U	TC013759	FBgn0040368,FBgn0265089,FBgn0035823,FBgn0035709,FBgn0039622,FBgn0015218
EIG3W	TC035026,TC004609,TC001360	FBgn0010215
EIG4F	TC034303	FBgn0031518
EIG4U	TC030602	FBgn0027526
EIG4Y	TC014175	FBgn0038829
EIG5X	TC007640	FBgn0038578
EIG5Y	TC030759	FBgn0032997
EIG5Z	TC008256	FBgn0286783
EIG62	TC034683	FBgn0038331
EIG63	TC001699	FBgn0035471
EIG66	TC030756	FBgn0031773
EIG68	TC004236	FBgn0030215,FBgn0036726,FBgn0263032,FBgn0263033
EIG6A	TC031230	FBgn0036373
EIG6F	TC006801	FBgn0032481
EIG6T	TC005426	FBgn0031655
EIG6V	TC002817	FBgn0266582
EIG6X	TC011692	FBgn0024556
EIG6Y	TC014180	FBgn0025681
EIG6Z	TC033129,TC033130,TC033181	FBgn0000299
EIG71	TC033217	FBgn0264357
EIG74	TC002300	FBgn0064116
EIG7H	TC013384	FBgn0030177
EIG7J	TC032772,TC034651	FBgn0032014
EIG7K	TC030729	FBgn0037737
EIG7Q	TC002441	FBgn0010470
EIG7R	TC032197	FBgn0026077
EIG7S	TC014566	FBgn0263930
EIG7V	TC010380	FBgn0035601
EIG8E	TC014226	FBgn0019968
EIG8H	TC014006,TC032116	FBgn0032471,FBgn0037440,FBgn0038486,FBgn0000303
EIG8S	TC008867	FBgn0266354
EIG8V	TC009730	FBgn0030403
EIG97	TC032343,TC003070	FBgn0023172
EIG9I	TC033004	FBgn0263131
EIG9J	TC007861	FBgn0031571
EIG9M	TC034512	FBgn0020370
EIG9S	TC004391	FBgn0003044
EIGAZ	TC006792	FBgn0035247
EIGB0	TC004823	FBgn0085224
EIGB1	TC034458,TC034459	FBgn0030151
EIGB8	TC033222,TC033223,TC011558	FBgn0027532
EIGBB	TC014444	FBgn0031883
EIGBU	TC032430,TC032431	FBgn0020621
EIGC0	TC032761	FBgn0028481,FBgn0051690
EIGC4	TC030734	FBgn0027549
EIGD5	TC030574	FBgn0025469
EIGD6	TC003641	FBgn0031909
EIGDA	TC001091	FBgn0264389
EIGDR	TC002785,TC002786	FBgn0037678
EIGE1	TC014132	FBgn0260479,FBgn0031939,FBgn0031936,FBgn0031935,FBgn0031937,FBgn0053296
EIGE7	TC033027	FBgn0051146
EIGEV	TC014952,TC004188	FBgn0031317
EIGG1	TC016318	FBgn0283438
EIGJU	TC015334	FBgn0039417
EIGJW	TC014727	FBgn0031741
EIGJZ	TC000229	FBgn0030086
EIGK3	TC004658	FBgn0038675
EIGK4	TC013430	FBgn0036685
EIGK6	TC006411	FBgn0037220
EIGK8	TC011542	FBgn0035407
EIGKF	TC004781,TC010440	FBgn0051528,FBgn0031057
EIGKG	TC011026	FBgn0037653
EIGKH	TC034580	FBgn0029911
EIGKI	TC005548,TC005069	FBgn0037339
EIGKJ	TC003548	FBgn0037443
EIGKK	TC014290	FBgn0003475
EIGKM	TC009118	FBgn0034067
EIGKN	TC004634	FBgn0034432
EIGKQ	TC030050	FBgn0035009,FBgn0028570,FBgn0032972,FBgn0034478,FBgn0024196
EIGMB	TC004545	FBgn0004514
EIGMD	TC003666	FBgn0034371
EIGMF	TC005445	FBgn0031174
EIGMG	TC012184	FBgn0040078
EIGMH	TC009998	FBgn0037573
EIGMN	TC010901	FBgn0004055
EIGMQ	TC010995	FBgn0035767
EIGMW	TC033680	FBgn0035008,FBgn0028487,FBgn0013733
EIGN0	TC009461	FBgn0041156
EIGN1	TC030567	FBgn0039405
EIGN2	TC009595	FBgn0033812
EIGNC	TC034296	FBgn0286898
EIGNJ	TC001470	FBgn0004636
EIGNK	TC012874	FBgn0032476
EIGNM	TC001326	FBgn0264712
EIGNN	TC014580	FBgn0039223
EIGNP	TC014647	FBgn0035771
EIGNQ	TC005757	FBgn0027783
EIGNR	TC000245	FBgn0036915
EIGNS	TC011289	FBgn0038947
EIGNT	TC005315	FBgn0000182
EIGP9	TC011917	FBgn0033236
EIGPK	TC001874	FBgn0043903,FBgn0031055
EIGPS	TC015804	FBgn0003145
EIGPW	TC013464	FBgn0031913
EIGQ7	TC012258	FBgn0000256
EIGQ8	TC013560	FBgn0250839
EIGQK	TC001409	FBgn0261278
EIGQM	TC012793	FBgn0020255,FBgn0036497
EIGQN	TC002497	FBgn0050340
EIGQP	TC006199	FBgn0033556
EIGQS	TC014345	FBgn0024989
EIGR1	TC015605,TC015606	FBgn0031030
EIGRJ	TC007754	FBgn0003941
EIGS8	TC034083,TC031004,TC032193,TC001157,TC015237,TC015083,TC005925,TC012405	FBgn0035070,FBgn0053160,FBgn0053159,FBgn0052271,FBgn0260461,FBgn0052376,FBgn0052374,FBgn0051681,FBgn0053127,FBgn0031249,FBgn0037038,FBgn0037036,FBgn0051267,FBgn0038892,FBgn0039703,FBgn0050031,FBgn0010358,FBgn0050025,FBgn0010359,FBgn0038431,FBgn0083965,FBgn0083966,FBgn0085486,FBgn0085487,FBgn0038482,FBgn0037039,FBgn0250841
EIGSE	TC011720	FBgn0261649
EIGSN	TC004364	FBgn0259139
EIGSR	TC034217	FBgn0029095,FBgn0038466
EIGST	TC014788	FBgn0015803
EIGSU	TC034640,TC003841	FBgn0010501,FBgn0028381,FBgn0019972
EIGSV	TC033405,TC015414,TC015554,TC005026	FBgn0031775
EIGTA	TC002990	FBgn0036030
EIGVR	TC033342,TC005665,TC016069	FBgn0040227
EIGVW	TC009376	FBgn0028500
EIGVX	TC001347	FBgn0033734
EIGXD	TC016331	FBgn0011661
EIGY1	TC004623,TC004622	FBgn0011653
EIGY2	TC034017	FBgn0039415
EIGZ2	TC030657	FBgn0033086
EIGZ5	TC008096,TC007697	FBgn0260632,FBgn0011274
EIGZ6	TC008099	FBgn0003028
EIGZ9	TC011841	FBgn0023516
EIGZU	TC031547	FBgn0033633
EIGZW	TC003856	FBgn0033427,FBgn0028862
EIH01	TC033079	FBgn0032196
EIH04	TC008693	FBgn0085451
EIH09	TC008998	FBgn0261552
EIH0A	TC008067	FBgn0083962
EIH0C	TC010431	FBgn0040236
EIH0K	TC034489	FBgn0021872
EIH11	TC033251,TC031545	FBgn0016693
EIH1B	TC008241	FBgn0040475
EIH1J	TC002995	FBgn0051915
EIH2Q	TC010081	FBgn0023407
EIH2Y	TC013036	FBgn0261530
EIH2Z	TC015985	FBgn0032793
EIH31	TC004532	FBgn0039336
EIH33	TC033579	FBgn0033605
EIH38	TC010992	FBgn0261434
EIH3Y	TC003549	FBgn0038516
EIH40	TC004426	FBgn0011566
EIH42	TC034312	FBgn0031266
EIH45	TC015453	FBgn0034258
EIH49	TC006314	FBgn0026597
EIH4F	TC011708	FBgn0011289
EIH4J	TC014494	FBgn0030696,FBgn0016698,FBgn0037365
EIH4K	TC034845	FBgn0052350
EIH4M	TC001072	FBgn0004391
EIH4P	TC031025,TC010791,TC005934	FBgn0022338
EIH5E	TC011647	FBgn0001248
EIH5G	TC004308	FBgn0015521
EIH5K	TC006280	FBgn0032595
EIH5M	TC014412	FBgn0031684
EIH5P	TC035013	FBgn0261284
EIH6F	TC002359	FBgn0028382
EIH6G	TC011201	FBgn0038926
EIH6H	TC009327	FBgn0036920,FBgn0030620
EIH6I	TC011022	FBgn0033902
EIH6J	TC003201	FBgn0036000
EIH6K	TC011768	FBgn0039751
EIH6M	TC030560	FBgn0051450
EIH6N	TC015011,TC010231,TC004002	FBgn0032769,FBgn0032768
EIH6Q	TC008016	FBgn0024947
EIH6R	TC009982	FBgn0024330
EIH6U	TC002851	FBgn0029992
EIH6W	TC004103	FBgn0031604
EIH70	TC002556	FBgn0038725
EIH71	TC032794	FBgn0011837
EIH75	TC014105	FBgn0037475
EIH76	TC005486	FBgn0011787
EIH77	TC006646,TC012828	FBgn0038819
EIH7A	TC031170,TC003081	FBgn0036817
EIH7B	TC014377	FBgn0082598
EIH7H	TC009771	FBgn0031851
EIH7T	TC007504	FBgn0034295,FBgn0034292,FBgn0034291
EIH7V	TC002955,TC002952,TC005956,TC005955,TC005954,TC005953,TC005432	FBgn0030521
EIH80	TC031518	FBgn0032136
EIH81	TC008606,TC010614	FBgn0026439,FBgn0026438
EIH8S	TC013699	FBgn0030121,FBgn0030120
EIH8T	TC013480	FBgn0000075,FBgn0000422
EIH8U	TC002425	FBgn0036666
EIH8W	TC012819	FBgn0037427
EIH8X	TC005853	FBgn0025109
EIH90	TC007891	FBgn0028693,FBgn0036465
EIH9N	TC001036,TC001383	FBgn0262699,FBgn0001086
EIH9W	TC000506	FBgn0033526
EIH9X	TC010881	FBgn0038855
EIHA1	TC003272	FBgn0035942
EIHA3	TC013917,TC013918	FBgn0064237,FBgn0013763,FBgn0026415
EIHA4	TC014443	FBgn0031736
EIHA5	TC000642	FBgn0038163
EIHAQ	TC006560	FBgn0022344
EIHAT	TC007735	FBgn0016070
EIHCA	TC034744	FBgn0010825
EIHCB	TC007036	FBgn0036671
EIHCC	TC009555	FBgn0038234
EIHCE	TC033702	FBgn0050296
EIHCG	TC009110	FBgn0030745,FBgn0053061,FBgn0053060
EIHCJ	TC001210	FBgn0027496
EIHCK	TC007529	FBgn0284256
EIHCQ	TC013774	FBgn0031504,FBgn0039970
EIHCU	TC030761	FBgn0034567
EIHCW	TC031198,TC032161,TC032162,TC004770,TC013326,TC009092,TC009090,TC013277,TC013278,TC013279,TC013280,TC002193	FBgn0019929,FBgn0050287,FBgn0050289,FBgn0028866,FBgn0032551,FBgn0038144,FBgn0038250,FBgn0000533,FBgn0051200,FBgn0051199,FBgn0039102,FBgn0039759,FBgn0039758,FBgn0053458,FBgn0050098,FBgn0050090,FBgn0033439,FBgn0053459,FBgn0050087,FBgn0053460,FBgn0085465,FBgn0050288,FBgn0051219,FBgn0050088,FBgn0031058,FBgn0050083,FBgn0050286,FBgn0053465,FBgn0050414,FBgn0051220,FBgn0050082,FBgn0039101,FBgn0042106,FBgn0284244,FBgn0263040,FBgn0263041,FBgn0069056,FBgn0036858,FBgn0261584,FBgn0033469,FBgn0053225,FBgn0027930,FBgn0050187
EIHE2	TC011321,TC011322	FBgn0039776,FBgn0039779,FBgn0039784,FBgn0051017,FBgn0051013,FBgn0051524,FBgn0039783,FBgn0051014,FBgn0039780,FBgn0026190,FBgn0039782,FBgn0085374,FBgn0265268,FBgn0052201,FBgn0036796,FBgn0040528,FBgn0051016,FBgn0051021,FBgn0051371,FBgn0036795,FBgn0039616,FBgn0052199,FBgn0054041,FBgn0036793,FBgn0042182
EIHE3	TC011546	FBgn0035436
EIHEW	TC006260	FBgn0028690
EIHF3	TC009426	FBgn0000414
EIHF5	TC007919	FBgn0031356
EIHF7	TC033275	FBgn0037044
EIHFW	TC030882,TC002600	FBgn0035957,FBgn0000116,FBgn0038373
EIHGA	TC030615	FBgn0031817
EIHGF	TC015323	FBgn0036544
EIHGG	TC011357	FBgn0003169
EIHGS	TC004127	FBgn0040324
EIHH2	TC004892	FBgn0038834
EIHH7	TC030609	FBgn0033362,FBgn0262587
EIHHZ	TC002668	FBgn0083969
EIHIA	TC006419	FBgn0032707
EIHK1	TC003821	FBgn0050349
EIHK2	TC030773	FBgn0037137
EIHK5	TC012332	FBgn0002941
EIHK7	TC010317	FBgn0040336
EIHK9	TC033580	FBgn0026402
EIHKA	TC032990	FBgn0260795
EIHKQ	TC032198	FBgn0028577
EIHKR	TC005461	FBgn0038723
EIHKS	TC008707	FBgn0039697
EIHKU	TC011859	FBgn0037200
EIHKV	TC003731	FBgn0015818
EIHKW	TC032700	FBgn0035760
EIHKY	TC013168	FBgn0003279
EIHM3	TC006837	FBgn0087041
EIHM6	TC008182	FBgn0028708
EIHM8	TC005397	FBgn0050373
EIHMA	TC014026	FBgn0020381,FBgn0031065
EIHNC	TC032057,TC032058,TC032059,TC000817,TC000818,TC000819	FBgn0051272,FBgn0037829
EIHND	TC005667	FBgn0030239
EIHNF	TC014436	FBgn0035155
EIHNI	TC002309	FBgn0043005
EIHNJ	TC000886	FBgn0027524
EIHNK	TC002391	FBgn0015834
EIHP4	TC034409	FBgn0034021
EIHP5	TC001473	FBgn0037937
EIHPA	TC005481	FBgn0032602
EIHQ2	TC004846	FBgn0003499
EIHQ3	TC004761	FBgn0039937
EIHQJ	TC032479	FBgn0053519
EIHQU	TC010461	FBgn0031414
EIHR1	TC004311	FBgn0052264
EIHR4	TC011029	FBgn0039163
EIHRC	TC013874	FBgn0031054
EIHRD	TC000137	FBgn0035397
EIHS0	TC031743	FBgn0040396
EIHS2	TC011601	FBgn0051869
EIHSA	TC004956,TC012853	FBgn0031528
EIHSC	TC012484	FBgn0027835
EIHSE	TC005390	FBgn0001491
EIHSW	TC014804	FBgn0044419
EIHT0	TC013740	FBgn0034564
EIHT1	TC003350	FBgn0030645
EIHT5	TC003999,TC016004	FBgn0035914
EIHT9	TC005612	FBgn0030328
EIHTF	TC034530	FBgn0037327
EIHTH	TC002673	FBgn0013759
EIHTI	TC004435	FBgn0030768,FBgn0031733
EIHTN	TC002498	FBgn0283531
EIHTR	TC003354	FBgn0004102
EIHUI	TC008955	FBgn0035431
EIHUJ	TC015394	FBgn0000529
EIHUP	TC004459	FBgn0033104
EIHV1	TC030583	FBgn0027791
EIHVD	TC031541,TC031539,TC010786	FBgn0259245,FBgn0052791,FBgn0267428
EIHVH	TC012620	FBgn0032804
EIHXS	TC005933	FBgn0034745
EIHXU	TC006888	FBgn0025776
EIHXW	TC013875	FBgn0033752
EIHY3	TC001306	FBgn0052176
EIHY6	TC034974	FBgn0262126
EIHY8	TC013431	FBgn0011284
EIHYA	TC002492	FBgn0000150
EIHYE	TC012812	FBgn0039427
EIHYF	TC000708	FBgn0039531
EIHYG	TC003093	FBgn0035249
EIHZK	TC015051	FBgn0034142
EIHZP	TC032803	FBgn0031955
EII2H	TC006474	FBgn0003716
EII2X	TC033723,TC015699	FBgn0004198
EII34	TC010162,TC033446,TC008788	FBgn0011648
EII3H	TC007817	FBgn0037182
EII3K	TC007515	FBgn0053094
EII4N	TC015782,TC015783	FBgn0032144
EII51	TC009377	FBgn0083951
EII52	TC011347	FBgn0034248
EII58	TC004555	FBgn0038852
EII59	TC007673	FBgn0034463
EII5F	TC011343	FBgn0033235
EII5K	TC000095	FBgn0037569
EII5M	TC009347	FBgn0023522
EII5N	TC001104	FBgn0288875
EII5R	TC005869	FBgn0028694
EII5T	TC001107	FBgn0266669
EII5X	TC012383	FBgn0259173
EII5Y	TC012875	FBgn0037360
EII5Z	TC015256,TC011046	FBgn0004107
EII60	TC000530,TC016203	FBgn0041194,FBgn0004901
EII64	TC031673	FBgn0026787
EII65	TC031986	FBgn0011666
EII67	TC010612	FBgn0033089
EII68	TC000235	FBgn0030945
EII69	TC003692	FBgn0260399
EII6X	TC011870	FBgn0001297
EII79	TC002361	FBgn0050380
EII81	TC000350	FBgn0039638
EII8M	TC003427	FBgn0032408
EII8Q	TC007745	FBgn0030093
EII8T	TC032110	FBgn0267435
EII8U	TC015430	FBgn0028717
EII8V	TC002424	FBgn0036221,FBgn0034914
EII8Z	TC001243	FBgn0039335
EII90	TC007942	FBgn0026430,FBgn0035800
EII93	TC006900	FBgn0039233
EII94	TC012039	FBgn0036397
EII98	TC005760	FBgn0000524
EII9A	TC007486	FBgn0030246
EII9B	TC009636	FBgn0034117
EIIA4	TC014582	FBgn0000426
EIIA5	TC034594	FBgn0052280
EIIA9	TC034316	FBgn0030234
EIIAD	TC015905	FBgn0032111,FBgn0038078,FBgn0051347,FBgn0264340
EIIAZ	TC010166	FBgn0030581
EIIBG	TC011058	FBgn0003392
EIICG	TC011774	FBgn0011836
EIICI	TC003434	FBgn0036191
EIICK	TC001432	FBgn0000038
EIICM	TC005367	FBgn0040211
EIICN	TC012240	FBgn0023519
EIID4	TC009861	FBgn0003174
EIID6	TC010838	FBgn0038862
EIIDC	TC008993	FBgn0053558
EIIDG	TC033137,TC003828,TC009440,TC008761,TC008760,TC016022,TC004221,TC001474	FBgn0029848,FBgn0040069,FBgn0052750,FBgn0052751
EIIDI	TC031289	FBgn0030960
EIIDM	TC007170	FBgn0037100
EIIE6	TC005204	FBgn0025865
EIIHS	TC011657	FBgn0037410
EIIHT	TC009984	FBgn0005648
EIIHW	TC012760	FBgn0034909
EIIHX	TC007772	FBgn0036187
EIIHZ	TC001381	FBgn0035385
EIII0	TC012373	FBgn0027836
EIII2	TC030906	FBgn0023524
EIIII	TC009485	FBgn0010078
EIIIJ	TC012435	FBgn0029853
EIIIK	TC030982	FBgn0014949
EIIIP	TC009290	FBgn0033199
EIIIR	TC033382	FBgn0029881
EIIIS	TC006162	FBgn0034051
EIIJ3	TC012700	FBgn0039559
EIIJK	TC011207	FBgn0038326
EIIJZ	TC009812	FBgn0034313
EIIK4	TC006216	FBgn0030099
EIIK6	TC014772	FBgn0036202
EIIK7	TC032010,TC004493	FBgn0034093
EIIMM	TC015416	FBgn0031090
EIIMP	TC003854	FBgn0042712
EIIMQ	TC009171	FBgn0024285
EIIMS	TC005697	FBgn0032883
EIIMT	TC000758	FBgn0035462
EIIMU	TC016093	FBgn0034232
EIIMV	TC033903,TC010386,TC010387	FBgn0033915
EIIMW	TC016087	FBgn0003969
EIIN4	TC033672,TC033797,TC031184,TC009058,TC009768	FBgn0083949,FBgn0083950,FBgn0038156,FBgn0037736,FBgn0259213
EIIN5	TC011057,TC016200	FBgn0030421,FBgn0026718
EIIN6	TC034442	FBgn0029157
EIIPF	TC014863	FBgn0039911
EIIPH	TC014779	FBgn0031064
EIIPJ	TC014205,TC014613	FBgn0041191
EIIPK	TC014616,TC013196	FBgn0243486
EIIPP	TC003487	FBgn0259985
EIIPS	TC015386	FBgn0035134
EIIQ3	TC030558	FBgn0039126,FBgn0264741,FBgn0264740
EIIQA	TC009895	FBgn0039829
EIIQC	TC007060	FBgn0029976
EIIQD	TC005561	FBgn0031758,FBgn0030872
EIIR7	TC014272	FBgn0031231
EIIR9	TC000470	FBgn0033654
EIIRA	TC007569	FBgn0029839
EIIRC	TC012625	FBgn0035741
EIIRE	TC013997	FBgn0014396
EIIRG	TC033589,TC030225,TC030227,TC030228,TC030229,TC030226,TC030271,TC030219,TC030218,TC030221,TC030220,TC030222,TC030256	FBgn0259683
EIIRN	TC006846	FBgn0051973
EIIRP	TC002763	FBgn0004379
EIIRS	TC009456	FBgn0028622
EIIRT	TC015740,TC005288	FBgn0026433
EIIRU	TC013625	FBgn0026056
EIIRV	TC015474	FBgn0037624
EIIRW	TC007475	FBgn0013973
EIIRX	TC009040	FBgn0037369
EIIS5	TC032496	FBgn0085432
EIISZ	TC010125	FBgn0031784
EIIT7	TC033309,TC015380,TC015341,TC015576	FBgn0033464
EIITC	TC014041	FBgn0035917
EIITG	TC009784	FBgn0029745,FBgn0033886
EIIUD	TC007732,TC004238	FBgn0024920
EIIVU	TC003328	FBgn0267487
EIIVV	TC001698,TC006303	FBgn0032864
EIIVW	TC013601	FBgn0036486
EIIVX	TC006994	FBgn0020620
